Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1291,16643453,Haumea,"2026-09-17 21:10:00",2193.2,2,chaitanyagullapalli
1292,16886400,Nisshi888880,"2026-09-15 14:27:49",2191.9,2,nisshi888880
1293,16730015,suzu10,"2026-09-18 01:20:36",2191.2,2,suzu10
1294,16896572,latentm,"2026-09-16 02:34:09",2189.0,2,"latentm,quannt9,xanvior,xeloria"
1295,16630675,"Lucien de Rubempre","2026-09-13 14:14:21",2188.8,2,lucienderubempre
1296,16632119,nickyl,"2026-09-17 15:13:55",2187.7,2,nickyjliang
1297,16658109,edward1503,"2026-09-17 09:18:59",2187.5,2,nguynnc
1298,16824664,wozijishuode,"2026-09-18 07:10:29",2186.7,1,jamsubmarines
1299,16673370,JeovaAnderson,"2026-09-17 23:28:08",2185.5,2,jeovaanderson
1300,16668761,"Lorenzo Regalado","2026-09-15 08:07:35",2184.2,2,lregaladohdez
1301,16748738,Shymohn,"2026-09-17 07:01:37",2184.0,2,shymohn
1302,16768543,caas_sicca,"2026-09-18 07:47:20",2184.0,2,caassicca
1303,16899004,Antonoof,"2026-09-15 21:06:44",2183.7,2,antonoof
1304,16693549,別班,"2026-09-18 09:43:09",2182.6,2,"kusurizuke,pepushi,tomokiaki"
1305,16859496,KTAcosmo,"2026-09-14 11:04:26",2181.3,2,ktacosmo2kag
1306,16661994,"Suvrat Rai","2026-09-18 09:14:00",2181.1,2,suvrat11rai
1307,16904289,"farmer zefeng","2026-09-18 09:29:28",2180.3,2,zefengai
1308,16660988,"AI After Hours","2026-09-17 15:29:47",2180.3,2,"akshaythammana,mmehersaipreetam"
1309,16864125,culture,"2026-09-15 12:50:09",2178.0,2,shkurak
1310,16794542,ysd1110,"2026-09-15 15:36:07",2177.8,2,ysd1110
1311,16759786,农场主,"2026-09-17 16:22:48",2177.4,2,zzxhee
1312,16705830,"Grim Reaper","2026-09-17 15:47:26",2175.5,2,fathomable
1313,16893208,hongan,"2026-09-15 21:49:30",2175.0,2,honganzhu
1314,16756062,"Thomas #2","2026-09-16 05:01:14",2173.9,2,tommurakami
1315,16898309,"Mohammad Albaddawi","2026-09-15 17:21:23",2171.3,2,m7mdalbaddawi
1316,16895927,logicorix,"2026-09-15 09:30:21",2171.2,2,logicorix
1317,16769411,Beyond,"2026-09-15 07:12:58",2170.1,2,themanysh
1318,16884104,Arsgorynich,"2026-09-17 04:49:58",2169.2,2,arsgorynich
1319,16657316,SCNU,"2026-09-16 01:31:45",2169.1,2,jasonxusk
1320,16839311,"Hagiwara Shigechika","2026-09-15 11:08:05",2168.1,2,hagiwarashigechika
1321,16642128,"MAC SAHO","2026-09-17 00:48:22",2168.0,2,macsaho
1322,16690923,"Maqsoud Tawaliou","2026-09-16 12:05:24",2167.5,2,maqsoudtawaliou
1323,16663867,"Stephen Schott","2026-09-15 14:00:01",2167.3,2,steve421471
1324,16847620,york1to,"2026-09-15 19:10:35",2167.3,2,yorkkang
1325,16814409,YuyaSuzuki,"2026-09-17 15:23:34",2166.6,2,yututapp
1326,16740996,ikevayansky,"2026-09-17 12:33:55",2163.7,2,ikevayansky
1327,16662914,"Apollo's cattles","2026-09-17 17:10:52",2163.5,2,"icr007,kennethlie16,romanrozen"
1328,16901894,"Michael Reid","2026-09-16 23:31:21",2162.8,2,michaelreid2025
1329,16736198,JetJetGo,"2026-09-15 14:38:28",2162.1,2,psykrishna
1330,16876520,OpenModelMap,"2026-09-14 18:15:45",2161.4,2,openmodelmap
1331,16715933,Scomics,"2026-09-15 11:44:19",2161.4,2,"bruceche7797,dongyiqun,jyxxxx"
1332,16698308,"Gemini IS ALL YOU NEED","2026-09-18 09:49:05",2159.3,2,"jacqueszhelinzhang,yuan800"
1333,16769967,"Bill Fan","2026-09-17 00:42:50",2159.2,2,billfan88
1334,16634493,xixi,"2026-09-15 16:40:52",2158.8,2,huangcarry26
1335,16723272,"Rimsha Kanwal","2026-09-16 20:41:07",2156.8,2,rimsha234
1336,16669911,"Batuhan Ustun","2026-09-18 10:06:42",2156.7,2,batustun
1337,16896267,HendraDanuSaputraChauwito,"2026-09-16 12:37:41",2156.3,2,usilisme
1338,16849282,ancientLuck,"2026-09-15 17:05:23",2156.1,2,ancientluck
1339,16665357,XW,"2026-09-17 04:33:56",2155.1,2,xuewei
1340,16878353,"Hongbin Gu","2026-09-16 02:18:10",2154.5,2,guhongbin
1341,16892318,"fumiya utsuno","2026-09-17 14:31:58",2154.4,2,fumiya326
1342,16626582,"Omer Faruk Merey","2026-09-15 11:50:02",2151.1,2,omerfarukmerey
1343,16754823,"tiki tiki tiki","2026-09-17 19:03:17",2150.4,2,slangitup
1344,16718480,PLReddy23,"2026-09-15 19:41:26",2149.7,2,plreddy23
1345,16639507,Homii_N,"2026-09-18 01:48:17",2147.6,2,homeshwarrao
1346,16731799,"Ansh The Farmer 👩‍🌾","2026-09-15 19:05:59",2147.1,2,affection
1347,16765601,"Dinesh Makireddy 7389","2026-09-18 10:36:51",2146.8,2,dineshmakireddy7389
1348,16630740,"Ramazan Turan","2026-09-15 16:07:50",2146.8,2,ramazanturann
1349,16651806,shawnYiB,"2026-09-13 05:11:04",2146.6,2,"mike17cui,shawnyib"
1350,16660313,Ctrl+Code,"2026-09-17 20:31:18",2146.5,2,"jayashankar369085,parnikasm"
1351,16887661,magic101,"2026-09-14 22:48:26",2145.8,2,magicbuttons
1352,16837554,Quickpanda,"2026-09-16 10:46:09",2145.2,2,quickpanda
1353,16668737,"Abish Pius","2026-09-15 14:12:24",2145.0,2,abishpius
1354,16761267,"Bring Me Money!!!","2026-09-15 11:12:01",2144.1,2,pranavarvind
1355,16858208,linhaiy,"2026-09-16 12:35:21",2142.4,2,linhaiy
1356,16710466,"Charles Backman on LinkedIn","2026-09-14 14:14:42",2142.2,2,charlesbackman
1357,16845736,Gio,"2026-09-18 03:05:59",2142.2,2,giovanizanfra
1358,16758895,daphne,"2026-09-15 15:11:32",2141.7,2,daphne4sg
1359,16701728,"katya barzova","2026-09-15 17:04:24",2140.7,2,"harlenka,nipah1,sigmaborov"
1360,16627032,"Kaito Fukami","2026-09-15 06:05:31",2140.5,2,kaitofukami
1361,16682306,岸本湧士郎,"2026-09-15 05:27:08",2140.4,2,yushiro20021111
1362,16655704,heinado,"2026-09-15 09:15:59",2139.8,2,heinado
1363,16876126,1fan\,"2026-09-18 08:33:13",2139.0,2,wurrfv
1364,16843582,isk54_34,"2026-09-17 16:50:49",2138.4,2,isk5434
1365,16896886,"hemloock ","2026-09-15 12:35:43",2137.8,2,hemloock
1366,16857491,cherish_zhang,"2026-09-17 05:51:15",2137.7,2,cherishzhang
1367,16681744,team_fn,"2026-09-16 20:24:19",2137.4,2,fjklmn
1368,16875653,xuzenkun,"2026-09-16 13:47:37",2136.8,2,xuzenkun
1369,16754838,"Berkay Özkan","2026-09-15 09:55:49",2136.7,2,berkayzkan
1370,16727103,sword3522,"2026-09-18 09:26:30",2135.4,2,"qinyanqiu,sword3522"
1371,16893046,ClaudiCulture,"2026-09-18 04:29:04",2135.4,2,ortimusprime
1372,16653127,"Talim Aushakhman","2026-09-15 17:29:46",2134.8,2,talimaushakhman
1373,16829053,BigAngel,"2026-09-14 16:24:46",2134.3,2,kevin8093
1374,16626093,"Pilkwang Kim","2026-09-15 13:05:50",2134.3,2,pilkwang
1375,16841434,soraemon,"2026-09-13 08:11:27",2133.2,2,soraemon
1376,16688893,CCG,"2026-09-17 11:36:46",2132.6,2,"hirokenn,nagomenk"
1377,16728366,"RL Learner","2026-09-15 06:56:07",2132.4,2,forrestxlz
1378,16919139,"Aditya Goyal","2026-09-18 08:03:24",2132.2,2,synthreaper
1379,16730720,broccoli,"2026-09-17 23:14:55",2131.8,2,norihori0917
1380,16662628,AbhiniveshSharma5354,"2026-09-15 06:38:39",2131.4,2,abhiniveshsharma5354
1381,16647607,pumpkin,"2026-09-15 02:47:17",2130.7,2,gealachpumpkin
1382,16710428,"Mansi Aggarwal","2026-09-17 18:43:53",2130.6,2,mansiaggarwal88
1383,16774250,"C R Suthikshn Kumar","2026-09-15 03:57:30",2130.3,2,crsuthikshnkumar
1384,16652212,"Варим сельский самогон","2026-09-17 08:54:50",2129.9,2,asimandia
1385,16640600,"Giord Frank","2026-09-17 11:24:34",2128.8,2,tangerinedog
1386,16658203,Lan_Sky,"2026-09-17 02:20:57",2128.1,2,lansky6
1387,16891115,tkm7510,"2026-09-15 14:17:17",2128.0,2,tkm7510
1388,16716317,yzyhello,"2026-09-16 01:28:48",2127.9,2,yzyhello
1389,16734435,Economist,"2026-09-17 17:33:15",2127.8,2,jtheyogi
1390,16745959,_demo,"2026-09-15 03:21:32",2127.7,2,fortunaterookie
1391,16882140,"jiang luo1021","2026-09-17 23:08:53",2127.4,2,jiangluo1021
1392,16665416,"zeyu lau","2026-09-16 17:34:13",2126.8,2,zeyulau
1393,16879253,Bldr2,"2026-09-15 11:03:28",2126.8,2,alphalin2010
1394,16668262,spbforce,"2026-09-15 11:45:58",2126.6,2,spbforce
1395,16859316,LP,"2026-09-17 05:23:12",2126.2,2,lihu6666
1396,16637973,StephenNedumpally,"2026-09-15 07:50:55",2125.8,2,stephennedumpally
1397,16623199,"Jesse Ferguson","2026-09-18 00:01:42",2125.3,2,jesseferguson
1398,16875986,"k hori ","2026-09-15 16:45:11",2125.2,2,khori7
1399,16698688,JeremiahMannings,"2026-09-18 08:52:51",2125.1,2,jmannings
1400,16628897,"Kyoungwon Jeong","2026-09-14 23:37:48",2124.4,2,kyoungwonjeong
1401,16743218,RYUSHI,"2026-09-15 15:03:52",2123.8,2,ryushisa
1402,16896854,photonova,"2026-09-15 12:29:25",2123.8,2,photonova
1403,16841826,抵扣豆浆,"2026-09-17 00:33:43",2122.9,2,tootough
1404,16634580,akmr,"2026-09-18 08:21:33",2122.5,2,akimaru
1405,16915663,Wlemalin,"2026-09-17 18:00:25",2121.4,2,wlemalin
1406,16632006,"Adwait Tagalpallewar","2026-09-15 20:25:29",2120.7,2,adwaittagalpallewar
1407,16844233,y3uanm,"2026-09-16 01:54:16",2120.5,2,"delta47x,lunpaixo,y3uanm"
1408,16639625,"Dr Chandrasen Pandey","2026-09-15 05:18:23",2120.4,2,devchandra
1409,16777137,Bernardus,"2026-09-17 20:11:18",2119.7,2,bernubritz
1410,16896033,omnifluxor,"2026-09-15 09:40:03",2119.6,2,omnifluxor
1411,16839422,Serendipity,"2026-09-15 09:21:43",2119.6,2,stringyixuxi
1412,16732774,edchax,"2026-09-14 20:31:43",2119.2,2,edchax
1413,16736124,GIN,"2026-09-15 09:46:02",2118.9,2,runjinzhang
1414,16904305,"YICHEN PAN","2026-09-16 18:39:53",2117.4,2,sakanamango
1415,16839986,"XIAO MA","2026-09-18 10:02:37",2115.7,2,linusm020311
1416,16665637,Luvsh81,"2026-09-15 14:36:39",2115.5,2,luvsh81
1417,16911850,Farmerjay,"2026-09-18 07:50:59",2115.3,2,officeghost
1418,16768065,"Gradient Grazing","2026-09-17 07:51:52",2114.7,2,adamhusein
1419,16623515,"Apple Joy","2026-09-15 09:06:18",2114.4,2,fishcat37
1420,16769595,Rudra,"2026-09-17 07:19:03",2112.0,2,rudrabhaskar
1421,16739019,quzhihang,"2026-09-14 06:41:16",2111.8,2,quzhihang
1422,16655582,"Yang Jinneng","2026-09-17 03:53:59",2111.8,2,adurey
1423,16711376,"Arman Tuganbaev","2026-09-18 07:10:14",2111.6,2,armantuganbaev
1424,16694346,ywwywww,"2026-09-14 07:52:56",2111.5,2,ywywww
1425,16757987,maverick_ss_26,"2026-09-15 13:01:20",2111.3,2,maverickss26
1426,16658677,大山,"2026-09-17 22:58:28",2110.8,2,mapodoufu
1427,16783021,"TAN TIANYE","2026-09-13 03:04:35",2110.7,2,tantianye
1428,16673870,"Yuxiao Wang","2026-09-18 09:35:51",2110.5,2,yuxiaowangx
1429,16742159,mimi！,"2026-09-16 05:57:58",2110.3,2,"morongzhu,we111135"
1430,16909097,"Yaoxiang Li","2026-09-17 05:09:17",2108.8,2,lzyacht
1431,16840447,"Suliman Tadros","2026-09-15 06:10:13",2108.7,2,sulimantadros
1432,16623592,Jack,"2026-09-17 12:40:53",2108.1,2,jackvd
1433,16675493,"Ryotaro Minato","2026-09-14 23:15:01",2108.1,2,ryotarominato
1434,16665402,PrasadChopade213,"2026-09-14 12:39:13",2108.0,2,prasadchopade213
1435,16621154,Zain96,"2026-09-17 18:45:55",2107.1,2,zain96
1436,16667080,King-damon,"2026-09-18 07:03:34",2106.9,2,kingdamon
1437,16833013,"Tariq Alyami","2026-09-17 16:35:15",2106.9,2,tariqalyami
1438,16711398,"Claude Fable 5.1","2026-09-17 09:38:55",2106.4,2,chenxizhao21
1439,16638557,"Araik Tamazian","2026-09-15 18:06:57",2105.7,2,atamazian
1440,16737650,sime_saba,"2026-09-14 16:16:06",2105.2,2,watarukawashima
1441,16693439,"Ankit Hemant Lade","2026-09-17 18:01:27",2103.4,2,"ankitlade12,jsaikrishna"
1442,16717440,"farm pt","2026-09-15 18:07:04",2102.8,2,muran169633
1443,16666365,yiyu0716,"2026-09-17 17:26:48",2101.4,2,yiyu0716
1444,16895926,Zengr1,"2026-09-17 09:58:50",2100.8,2,zengr1
1445,16658909,"evolve faster!","2026-09-17 17:54:00",2100.6,2,junesdata
1446,16767960,"Yuvraj Bhati","2026-09-14 23:24:32",2100.4,2,avioon
1447,16639642,c-number,"2026-09-13 03:29:40",2099.9,2,cnumber
1448,16681893,morality0707,"2026-09-16 07:57:43",2097.9,2,morality0707
1449,16752019,"Kaipeng Zheng","2026-09-18 07:54:48",2097.5,2,kaipengzheng
1450,16763375,Makus,"2026-09-18 00:56:01",2097.4,2,alexmartinez75
1451,16889004,SkOnTheRocks,"2026-09-15 11:43:43",2096.4,2,skontherocks
1452,16878533,HayatoFujihara,"2026-09-14 15:34:37",2095.5,2,hayatofujihara
1453,16881005,"Donald Trump","2026-09-16 05:33:01",2094.9,2,"seanmtk,sinfonia8838"
1454,16842246,montplusa,"2026-09-17 00:59:05",2094.3,2,montplusa
1455,16806882,"Friedhelm Winter","2026-09-15 04:31:47",2093.6,2,friedhelmwinter
1456,16866373,kolesnikovia,"2026-09-15 08:12:45",2093.1,2,kolesnikovia
1457,16901814,pengurei,"2026-09-18 07:44:24",2092.9,2,pengurei
1458,16705417,fuxi,"2026-09-16 13:37:50",2092.0,2,"padyue,pytorch5009asd"
1459,16811251,poijio,"2026-09-16 17:31:10",2091.9,2,poijio
1460,16891432,porzlck,"2026-09-17 10:07:44",2089.9,2,orzlck
1461,16846069,"Bryce Muhlnickel","2026-09-14 03:27:19",2087.6,2,tokenjunkielabs
1462,16639550,"HIDEYO CHIBA","2026-09-18 02:36:18",2087.4,2,hideyochiba
1463,16848532,peppersaltman,"2026-09-14 14:49:11",2086.8,2,peppersaltman
1464,16807380,"D × MirAI","2026-09-17 00:53:47",2086.8,2,kmnkmn
1465,16697540,"Jared Floersch","2026-09-16 05:09:23",2085.3,2,jaredfloersch
1466,16629308,Sutee,"2026-09-17 02:47:03",2084.8,2,lszlst
1467,16622509,Ali,"2026-09-15 14:37:17",2084.4,2,asalhi
1468,16893291,"We Want... A Shrubbery!","2026-09-17 21:55:10",2083.0,2,timlongii
1469,16663247,Ak,"2026-09-14 20:13:17",2083.0,2,abisheksrivastav
1470,16885944,"Дмитрий Герасимов","2026-09-14 14:56:51",2082.9,2,domager72
1471,16891562,"Weverton Guedes","2026-09-14 18:27:43",2082.9,2,owevertonguedes
1472,16668260,"Yangle Ma","2026-09-16 15:55:55",2082.8,2,yanglema
1473,16739181,yamu_duck,"2026-09-18 09:09:43",2082.5,2,crazyleg11
1474,16762769,"Jacques Buis","2026-09-15 18:35:01",2082.3,2,jacquesbuis
1475,16622531,"musya lyusya team","2026-09-15 17:44:15",2081.6,2,vswz2nqp
1476,16795134,"jiawei li","2026-09-17 06:24:20",2081.2,2,jiaweiaaa
1477,16709068,Vib,"2026-09-14 21:51:49",2080.8,2,viblal
1478,16643319,Jules,"2026-09-18 10:17:27",2079.8,2,julesvanligtenberg
1479,16843838,"Alapati Ramakrishna","2026-09-18 01:31:56",2078.4,2,alapatiramakrishna
1480,16880773,最强扫地僧,"2026-09-15 12:52:15",2077.5,2,yyx466005036
1481,16865070,carlos-tagosaku,"2026-09-16 03:08:48",2075.5,2,sousugiyama
1482,16805980,Kifine,"2026-09-14 08:38:12",2075.4,2,liaoyingxi
1483,16851147,Saifuddin,"2026-09-18 10:57:20",2074.6,2,syehsyoh
1484,16681405,"Yusuke Hayashi","2026-09-14 10:10:00",2074.5,2,yhay81
1485,16671092,"tomohito shimura","2026-09-18 00:50:00",2074.4,2,tomohitoshimura
1486,16732763,"Raihan Ramadistra","2026-09-14 12:05:13",2073.7,2,raihanramadistra
1487,16716078,既然巅峰留不住，那就重走来时路,"2026-09-14 09:41:36",2073.5,2,"jenzenhuang,luwyeb,wafflebear,wenjiewangdev"
1488,16845023,zhtmgxr,"2026-09-17 04:53:03",2073.5,2,zhtmgxr
1489,16630129,"Yi Lu","2026-09-16 01:54:33",2072.3,2,liqiu0224
1490,16875984,cccyou,"2026-09-17 12:59:00",2070.9,2,cccyou
1491,16891965,artem3605,"2026-09-16 15:23:34",2070.3,2,artem3605
1492,16706892,Ko,"2026-09-13 08:01:21",2070.0,2,syurenuko
1493,16862582,StephaneB7899,"2026-09-14 02:34:17",2069.1,2,stephaneb7899
1494,16891791,judy12345.0316,"2026-09-15 05:38:38",2069.0,2,judy123450316
1495,16872207,"Tèo Búng","2026-09-18 08:06:06",2067.1,2,teobung
1496,16688787,Fih,"2026-09-16 12:46:18",2067.1,2,vencerlanz09
1497,16660209,"Whyme Labs","2026-09-18 07:28:10",2066.7,2,whymelabs
1498,16905643,yngd99,"2026-09-16 12:32:42",2065.0,1,yngd99
1499,16720316,"Hưng Trần","2026-09-16 10:27:05",2063.1,2,hungtrabiz
1500,16679827,Juanky_too,"2026-09-17 13:06:42",2062.2,2,juankytoo
1501,16713797,CrazyDave111,"2026-09-15 07:37:31",2059.8,2,crazydave111
1502,16775684,ketterking,"2026-09-18 10:31:49",2059.4,2,"ketterwang,wwppyywwww"
1503,16761875,eugenn,"2026-09-15 15:07:39",2057.9,2,eugennekhai
1504,16664836,"Adnan Zaman","2026-09-15 15:31:52",2057.3,2,adnanzamanniloy
1505,16760244,"Alex Paul","2026-09-18 10:13:49",2056.4,2,alexazander
1506,16810030,fukumayo,"2026-09-18 00:02:45",2056.2,2,fukumayouta
1507,16752740,BorisV,"2026-09-14 02:13:08",2055.4,2,bvoskresenskii
1508,16839638,keeplooking,"2026-09-16 04:50:00",2055.0,2,keeplooking
1509,16677855,Mehrdad_LU,"2026-09-16 19:21:44",2053.4,2,mehrdadal2023
1510,16755099,"Aleksandr Ulianin","2026-09-14 12:05:33",2053.1,2,aleksandrulianin
1511,16836787,KSKBL,"2026-09-15 14:20:52",2053.0,2,"length1001,trafalgar1234"
1512,16903902,wanghaozhi,"2026-09-18 07:34:07",2052.0,2,wanghaozhi
1513,16629624,"Sayandeep Ghosh","2026-09-18 09:14:48",2048.0,2,sayandeepghosh
1514,16861256,lizh2025,"2026-09-16 15:02:06",2046.0,2,lizh2025
1515,16809874,もたざる,"2026-09-17 03:45:33",2045.8,2,havenox
1516,16689154,CrossEngineered,"2026-09-15 19:02:29",2045.4,2,"danyalsahin1,gkenurk"
1517,16733016,Quillbolt,"2026-09-18 00:33:45",2044.8,2,tunminhhunh
1518,16710499,sukeke,"2026-09-15 04:28:10",2044.7,2,sukeke
1519,16889791,JinboWang,"2026-09-18 06:26:46",2044.5,2,jinbowang1
1520,16631421,cg,"2026-09-18 09:38:36",2041.9,2,chaitanyagarg2
1521,16783740,ZiYiMing,"2026-09-16 03:54:41",2041.1,2,ziyiming
1522,16640780,"drezna ultra","2026-09-18 08:56:02",2040.3,2,notakes
1523,16802442,"Rabia Eda Yılmaz","2026-09-15 19:10:02",2039.3,2,truthisneverlinear
1524,16845713,"qweq asd","2026-09-14 04:09:52",2039.2,2,qweqasd
1525,16890503,KevinYongxin,"2026-09-14 08:52:18",2039.1,1,yongxinkwan
1526,16806728,"Neural Knight","2026-09-17 18:28:35",2037.6,2,"chinmaymnaik,sivasainath06"
1527,16729280,"Ryoya Tsuruoka","2026-09-18 06:34:59",2036.4,2,"irohasorange,mrooto,rahaia"
1528,16676063,"Kembang Melon","2026-09-15 07:47:20",2035.2,2,wajawaja
1529,16738487,"Andrey Shpigar","2026-09-13 20:57:51",2035.0,2,andreyshpigar
1530,16707303,meTeam,"2026-09-15 23:10:32",2034.5,2,aaronzribi
1531,16627600,"NiA Farms","2026-09-15 06:17:22",2033.8,2,"adriaft,natliablascoandreo"
1532,16852766,MCZK,"2026-09-15 00:49:38",2033.1,2,hitoshimochizuki
1533,16840921,evolved,"2026-09-15 05:03:46",2033.0,2,algunion
1534,16731186,Naru041104,"2026-09-18 10:32:15",2030.8,2,naru041104
1535,16884844,Happyfarm,"2026-09-14 10:51:11",2030.3,2,zhengweibin1026
1536,16761418,"Piggy Piggy","2026-09-14 23:37:49",2030.0,2,txgg123
1537,16796133,NoMoreThan20Words,"2026-09-15 00:19:25",2029.9,2,nomorethan20words
1538,16758817,Ruwawa,"2026-09-15 14:26:15",2029.7,2,ruwawa
1539,16918411,"Gautier Marti","2026-09-18 05:23:49",2028.8,1,gautiermarti
1540,16884892,AQiDA19,"2026-09-14 02:32:26",2028.8,2,aqida19
1541,16623524,"Marcus Vinicius","2026-09-15 23:10:38",2028.0,2,marcux777
1542,16801351,デワンシュ,"2026-09-15 08:10:28",2027.8,2,shade012
1543,16721248,"Raef Guizani","2026-09-16 08:32:44",2026.9,2,raefguizani
1544,16732292,takaygiiiiiiii,"2026-09-16 02:25:14",2026.8,2,takaygiiiiiiii
1545,16888261,"Andreas meling","2026-09-17 22:41:47",2026.8,2,andreasmeling
1546,16682514,"Pavel Pavlov","2026-09-14 18:14:33",2026.5,2,akakii
1547,16863335,"Bright Choice AI","2026-09-18 08:59:00",2025.1,2,brightchoiceai
1548,16728160,Ozi,"2026-09-14 18:37:07",2024.7,2,muhammaduzair21
1549,16784943,"Ian lin","2026-09-18 10:15:34",2024.5,2,ianlin310707
1550,16668152,ksew364,"2026-09-16 10:32:36",2024.3,2,ksew364
1551,16655758,patience,"2026-09-15 14:38:52",2024.1,2,"weirdocurry,wenjunkai124"
1552,16887142,backsider,"2026-09-16 09:34:44",2022.1,2,backsider
1553,16719884,ykhnkf,"2026-09-15 13:03:05",2021.5,2,ykhnkf
1554,16675344,PP_Azalearn,"2026-09-16 02:42:50",2021.4,2,"androidss,keitookamoto,pptakehirokawada"
1555,16811313,Ta_____ko,"2026-09-18 01:06:18",2020.9,2,tako1249
1556,16706227,"Wise Fancy","2026-09-15 02:27:45",2020.2,2,wisefancy
1557,16623812,"SeshuRaju 🧘‍♂️","2026-09-14 09:02:29",2020.1,2,seshurajup
1558,16658382,vladee,"2026-09-14 14:49:46",2019.8,2,vladee
1559,16735353,我是刘大聪,"2026-09-14 16:55:50",2018.1,2,smartorz
1560,16728321,Rohitt_94,"2026-09-14 11:49:40",2018.1,1,rohitt94
1561,16694149,maxout,"2026-09-14 14:11:27",2016.8,2,"aadijoshi19,kavyabhand"
1562,16835029,先过我的Gemini,"2026-09-14 10:21:24",2016.8,2,gutssss
1563,16810275,Adam,"2026-09-14 19:06:06",2016.0,2,potonglantie93
1564,16630752,motemen,"2026-09-13 07:56:37",2014.7,2,motemen
1565,16823957,"kiki yi2","2026-09-18 09:33:52",2014.0,2,kikiyi2
1566,16654742,"Aastik Rajan15","2026-09-14 11:58:25",2013.9,2,aastikrajan15
1567,16757320,Jingxiang,"2026-09-12 22:11:32",2012.8,2,jingxiango
1568,16850683,cooked,"2026-09-17 13:32:36",2012.4,2,"jentopia,toasty3302,xenonminer"
1569,16750575,Gronk,"2026-09-18 05:18:17",2011.3,2,jianyicai
1570,16713335,"Muhammad Imran","2026-09-14 09:42:21",2011.2,2,muhammadimranchitral
1571,16828191,wanghongwei111,"2026-09-14 13:07:32",2011.0,2,wanghongwei111
1572,16685634,"Syed Asad Ali","2026-09-18 09:51:48",2010.6,2,syed3000
1573,16632294,"Rajan Nagarajan","2026-09-14 09:44:54",2010.5,2,narajan
1574,16658038,Khanh,"2026-09-18 08:19:24",2009.2,2,khanhp142
1575,16888260,"Ndabenhle Ngema","2026-09-17 06:39:05",2009.0,2,ndabenhlengema
1576,16664392,AdamHsieh,"2026-09-17 09:57:53",2008.7,2,adamhsieh
1577,16729413,KharinTymofii,"2026-09-14 01:32:08",2008.2,2,kharintymofii
1578,16746599,Borrun,"2026-09-14 09:56:38",2007.7,2,borrun
1579,16744914,"El Mehdi EL JAIR","2026-09-13 11:45:42",2007.0,2,elmehdieljair
1580,16674932,kokinnwakashuu,"2026-09-14 21:28:32",2006.9,2,kokinnwakashuu
1581,16655844,MAFIN,"2026-09-14 12:37:15",2006.3,2,moneyman91
1582,16630380,JM,"2026-09-16 18:27:33",2005.4,2,julianmukaj
1583,16682032,"Satkar sarvankar","2026-09-14 14:56:57",2005.4,2,satkar003
1584,16770715,"Vicens Gaitan","2026-09-14 10:21:10",2004.4,2,vicensgaitan
1585,16745761,mitomeat823,"2026-09-18 04:59:39",2003.9,2,mitomeat823
1586,16625050,"how to place pokemon","2026-09-15 18:51:24",2003.6,2,ktverdov
1587,16892272,"Leo #3","2026-09-14 15:44:18",2003.1,1,leo123321
1588,16624109,"Nguyễn Thế Minh Đức","2026-09-15 01:01:29",2002.9,2,nguynthminhc
1589,16885735,keith,"2026-09-14 12:51:25",2002.7,2,kamatt
1590,16696743,"wennan cao","2026-09-18 07:47:44",2002.2,2,wennancao
1591,16854477,"Marc Maldonado Lorca","2026-09-15 12:31:41",2002.2,2,marcmaldonado
1592,16703045,ReCurSiON,"2026-09-14 17:05:11",2001.8,2,ashok205
1593,16843303,inori315,"2026-09-14 13:31:27",2001.0,2,inori315
1594,16893402,tedo,"2026-09-15 00:05:46",2000.6,2,takuroedo
1595,16867120,"DaoHe Liu","2026-09-14 07:13:16",2000.4,2,daoheliu
1596,16674948,habe.sq,"2026-09-15 13:31:54",2000.1,2,habesq
1597,16769849,"Shuwen(Shawn) Ge","2026-09-14 07:22:11",2000.1,2,shuwenshawnge
1598,16641372,ShoaibSSM,"2026-09-14 11:41:29",1998.5,2,"naveenlx111249971939,shoaibssm"
1599,16665129,Doom,"2026-09-18 07:40:43",1998.4,2,"mr6436,sanskaarundale"
1600,16740644,Terence0914,"2026-09-14 03:00:31",1997.3,2,terence0914
1601,16764301,"Quýt đây đừng sợ","2026-09-16 11:30:16",1996.7,2,ponschannel
1602,16672136,chupaletas,"2026-09-18 02:43:40",1993.9,2,urvesh
1603,16715828,samg,"2026-09-14 12:28:48",1991.6,2,samgreen2046
1604,16880558,"Georgi Kanev","2026-09-14 14:42:31",1991.4,2,georgikanev
1605,16709504,U023,"2026-09-14 16:44:14",1991.3,2,ryutek
1606,16843042,"Frost Cerberus","2026-09-14 05:21:03",1991.1,2,frostcerberus
1607,16791924,magu1234,"2026-09-14 08:15:32",1990.7,2,magu1234
1608,16723427,"Nikita Biryukov","2026-09-14 07:00:48",1990.7,2,bnikita
1609,16699741,Tom3,"2026-09-18 00:37:08",1989.4,2,tomohiroaz
1610,16806475,sohma,"2026-09-17 14:05:44",1989.3,2,hi210278
1611,16691001,"Mahmoud Abdelshafy","2026-09-14 20:08:03",1988.6,2,mahmoudabdshafy
1612,16630312,beijijun,"2026-09-14 12:04:11",1987.9,2,beijijun
1613,16866971,"Riad Hossain","2026-09-18 08:22:26",1987.8,2,riadhhossain
